"trans_date_trans_time","category","amt","job","city","state","city_pop","dob","is_fraud"
"2019-11-06 05:50:25","shopping_net",110.87,"Clothing/textile technologist","Desdemona","TX",407,"1978-08-08",0
"2020-05-12 17:08:31","shopping_pos",8.73,"Electronics engineer","Centerview","MO",2368,"1989-07-17",0
"2019-03-30 10:11:33","entertainment",6.27,"Accountant, chartered public finance","Tickfaw","LA",8512,"1951-09-03",0
"2019-03-21 18:11:45","home",75.51,"Lecturer, higher education","Riverton","WY",19408,"1993-09-11",0
"2019-12-21 07:59:16","gas_transport",67.8,"Engineer, mining","Basye","VA",863,"1972-08-09",0
"2019-07-28 08:34:48","grocery_pos",93.11,"Chartered loss adjuster","Bridger","MT",1446,"1978-01-15",0
"2019-05-23 23:09:22","shopping_pos",1.87,"Farm manager","Amanda","OH",4512,"1992-10-03",0
"2019-09-01 07:57:57","grocery_pos",174.02,"Dispensing optician","North Wilkesboro","NC",21134,"1984-03-06",0
"2019-01-07 02:40:56","misc_pos",33.98,"Immigration officer","Fiddletown","CA",832,"1987-05-19",0
"2019-12-09 22:57:11","entertainment",119.33,"Water engineer","Littleton","CO",320420,"1975-07-31",0
"2019-08-19 13:42:55","shopping_pos",80.96,"Archaeologist","Prosperity","SC",8333,"1994-07-09",0
"2020-01-27 21:56:49","entertainment",236.63,"Chemical engineer","Phenix City","AL",59744,"1984-02-07",0
"2019-07-28 22:57:09","kids_pets",68.85,"Paramedic","Haw River","NC",6006,"1984-07-20",0
"2020-06-16 16:05:05","shopping_pos",3.54,"Sport and exercise psychologist","Saint James City","FL",3776,"1976-09-12",0
"2019-02-22 22:53:39","misc_pos",31.35,"Doctor, hospital","Warren","MI",134056,"1980-05-18",0
"2019-04-27 23:04:35","personal_care",1.85,"Maintenance engineer","Queenstown","MD",3862,"1962-12-06",0
"2019-04-14 11:32:56","shopping_net",5.3,"Librarian, public","Dresden","KS",169,"1953-07-30",0
"2020-06-02 16:43:09","shopping_pos",1.41,"Chief Marketing Officer","Irvine","PA",528,"1972-09-13",0
"2019-08-17 07:36:21","gas_transport",74.94,"Television production assistant","Huntsville","AL",190178,"1973-04-01",0
"2019-08-05 09:07:13","misc_pos",2.17,"Systems analyst","Lowell","OR",1420,"1965-11-11",0
"2019-09-29 21:52:33","personal_care",207.81,"Energy engineer","Drakes Branch","VA",1970,"1985-09-02",0
"2020-04-28 17:14:11","home",13.4,"Production engineer","Springfield","VA",104396,"1950-11-20",0
"2019-09-15 14:09:04","travel",1.14,"Scientist, marine","Brandon","VT",5895,"1975-07-13",0
"2019-05-28 07:58:53","grocery_net",47.08,"Trading standards officer","Elkhart","IA",1195,"1974-03-13",0
"2020-04-18 01:53:33","misc_pos",7.11,"Occupational hygienist","Saint Louis","MO",927396,"1960-03-12",0
"2020-03-15 16:19:12","shopping_pos",104.25,"Camera operator","Birmingham","IA",888,"1988-03-25",0
"2019-01-29 00:58:25","misc_net",13.55,"Geneticist, molecular","Clearwater","FL",172247,"1979-10-22",0
"2020-01-12 12:24:14","kids_pets",22.29,"Tree surgeon","Uledi","PA",328,"1983-07-25",0
"2020-05-05 23:51:21","health_fitness",29.35,"Exhibition designer","Winfield","WV",5512,"1980-03-24",0
"2019-12-03 01:08:26","misc_net",1.82,"Television/film/video producer","Armonk","NY",7987,"1964-03-16",0
"2019-11-19 20:40:26","home",26.43,"Scientist, biomedical","New Waverly","TX",4993,"1948-11-30",0
"2019-08-25 14:07:56","shopping_net",297.81,"Television production assistant","Huntsville","AL",190178,"1973-04-01",0
"2019-11-18 18:56:53","shopping_pos",2.5,"Designer, exhibition/display","Sun City","CA",54287,"1972-09-22",0
"2019-05-05 16:00:31","misc_pos",6.99,"Land/geomatics surveyor","Arnold","MO",35439,"1985-03-31",0
"2019-03-02 08:13:33","grocery_pos",149.45,"Scientist, audiological","Fields Landing","CA",276,"1929-05-06",0
"2019-03-23 20:26:08","shopping_pos",339.46,"Pilot, airline","Laramie","WY",35371,"1988-09-02",0
"2019-10-16 02:15:19","misc_net",74.11,"Mechanical engineer","Belfast","NY",1766,"1962-06-04",0
"2019-09-09 17:47:44","misc_net",3.53,"Police officer","Romulus","MI",31515,"1971-11-05",0
"2019-05-27 11:32:24","grocery_pos",58.61,"Water engineer","Heart Butte","MT",743,"1972-05-04",0
"2020-02-18 10:44:36","gas_transport",66.43,"Architect","Mound City","MO",1631,"1953-01-20",0
"2019-07-09 15:06:38","health_fitness",59.02,"Immunologist","Wetmore","MI",765,"1972-06-12",0
"2019-01-31 03:21:04","misc_net",2.02,"Higher education careers adviser","Cape Coral","FL",156391,"1968-02-09",0
"2019-07-03 20:15:48","home",65.68,"Seismic interpreter","Tomahawk","WI",9594,"1997-11-23",0
"2020-06-05 21:24:51","health_fitness",85.3,"Charity fundraiser","Grantham","NH",2971,"1948-04-11",0
"2019-01-08 22:06:40","home",57.54,"Engineer, mining","Basye","VA",863,"1972-08-09",0
"2019-07-29 00:03:45","misc_pos",96.35,"Systems developer","Sherman","TX",46563,"1970-09-11",0
"2019-10-31 07:51:02","misc_net",7.3,"Insurance broker","Sutherland","NE",1789,"1982-02-11",0
"2019-12-02 22:54:03","health_fitness",29.92,"Firefighter","Indianapolis","IN",910148,"1975-11-30",0
"2019-07-08 19:16:54","home",23.68,"Health and safety adviser","Comfrey","MN",914,"1944-07-26",0
"2020-04-08 18:30:25","entertainment",32.23,"Programme researcher, broadcasting/film/video","Naples","FL",276002,"1979-01-02",0
"2020-04-05 22:41:00","kids_pets",30.19,"Sub","Leonard","TX",4090,"1977-03-23",0
"2019-09-22 03:54:20","gas_transport",76.03,"Theatre director","Ozawkie","KS",2661,"1948-11-14",0
"2019-08-19 21:50:03","entertainment",16.46,"Farm manager","Amanda","OH",4512,"1992-10-03",0
"2019-05-25 23:26:46","home",15.81,"Psychologist, clinical","Dieterich","IL",2092,"1962-04-30",0
"2019-12-04 07:51:09","grocery_pos",190.33,"Surveyor, rural practice","Saint Amant","LA",10076,"1977-12-16",0
"2019-11-28 13:47:56","shopping_pos",21.82,"Counsellor","Kansas City","MO",545147,"1987-11-18",0
"2020-03-12 21:14:55","entertainment",68.61,"Early years teacher","Helm","CA",123,"1973-02-07",0
"2019-06-19 07:36:37","gas_transport",60.23,"Biomedical engineer","Leo","IN",5341,"1994-11-24",0
"2020-03-02 22:27:11","health_fitness",47.29,"Air cabin crew","Diamond","OH",2644,"1981-01-06",0
"2019-09-02 23:11:21","shopping_pos",8.74,"Geneticist, molecular","Clearwater","FL",172247,"1979-10-22",0
"2019-07-23 06:32:34","grocery_pos",157.68,"Administrator","Lohrville","IA",695,"1954-07-15",0
"2019-07-03 22:39:31","food_dining",41.11,"IT trainer","Roma","TX",18128,"1990-11-07",0
"2019-06-23 04:05:24","entertainment",3.33,"Engineering geologist","Louisville","KY",736284,"1952-04-02",0
"2019-11-17 17:45:06","health_fitness",22.45,"Engineer, civil (contracting)","Waupaca","WI",15426,"1936-07-22",0
"2019-03-18 10:42:09","gas_transport",41.77,"Medical sales representative","Brooklyn","NY",2504700,"1999-09-01",0
"2019-09-15 04:49:28","grocery_pos",105.26,"Communications engineer","Fenelton","PA",2054,"1976-09-29",0
"2020-04-06 09:05:01","gas_transport",101.4,"Geochemist","Tiptonville","TN",5577,"1964-12-30",0
"2019-01-22 23:29:22","health_fitness",111.46,"Podiatrist","Beaver Falls","PA",28425,"2000-06-09",0
"2019-12-25 05:35:26","gas_transport",66.76,"Building control surveyor","Canton","OH",192805,"1963-06-30",0
"2019-12-28 16:45:55","home",65.4,"Surveyor, land/geomatics","Red River","NM",606,"1988-09-06",0
"2019-12-08 09:46:47","misc_net",8.97,"Lecturer, further education","Gregory","AR",37,"1958-01-01",0
"2019-05-28 01:06:10","gas_transport",101.53,"Firefighter","Norwalk","CA",105549,"1973-09-22",0
"2019-12-19 21:52:54","home",134.29,"Firefighter","Indianapolis","IN",910148,"1975-11-30",0
"2020-01-20 13:53:31","personal_care",114.01,"Claims inspector/assessor","Schaumburg","IL",92294,"1969-05-01",0
"2020-05-27 22:01:37","home",47.25,"Camera operator","Birmingham","IA",888,"1988-03-25",0
"2019-07-08 11:49:00","shopping_pos",20.06,"Town planner","Luray","MO",519,"1966-02-13",0
"2019-07-30 14:17:39","misc_net",9.09,"Comptroller","Cottekill","NY",722,"1990-10-19",0
"2019-04-17 05:55:49","shopping_pos",331.39,"Technical brewer","Blackville","SC",4913,"1966-11-10",0
"2020-05-25 18:12:11","food_dining",159.88,"Surveyor, hydrographic","Jaffrey","NH",5457,"1950-04-17",0
"2019-04-07 01:40:49","grocery_pos",142.39,"Tax inspector","Rocky Mount","MO",1847,"1988-10-26",0
"2020-04-10 18:23:00","shopping_pos",5.58,"Environmental consultant","Lomax","IL",725,"1972-11-28",0
"2019-04-17 16:51:56","travel",9.69,"Chief Operating Officer","West Bethel","ME",47,"1951-03-31",0
"2019-08-21 13:43:12","entertainment",91.2,"Ceramics designer","Ranier","MN",136,"2000-02-20",0
"2019-11-04 08:15:12","misc_net",102.53,"Trading standards officer","Elkhart","IA",1195,"1974-03-13",0
"2019-05-04 18:31:01","health_fitness",119.67,"Biomedical scientist","Gretna","LA",55581,"1972-09-12",0
"2019-12-20 17:36:38","home",12.17,"Commercial horticulturist","Deltona","FL",88735,"1988-04-09",0
"2020-03-12 19:30:47","home",83.78,"Magazine features editor","Norman","AR",1383,"1966-08-08",0
"2020-06-17 16:55:10","kids_pets",100.86,"Engineer, broadcasting (operations)","Brinson","GA",1461,"1935-09-08",0
"2019-10-14 15:50:54","kids_pets",85.51,"Physicist, medical","Enola","AR",969,"1954-01-05",0
"2019-08-17 15:50:23","shopping_net",3.85,"Retail merchandiser","Cochranton","PA",5507,"1973-07-28",0
"2019-02-04 09:52:40","gas_transport",58.57,"Chief Marketing Officer","Colton","WA",761,"1943-06-30",0
"2019-05-16 06:56:43","misc_net",84.76,"Prison officer","Slayden","TN",70,"1956-06-22",0
"2019-08-30 22:32:51","personal_care",8.62,"Regulatory affairs officer","Whaleyville","MD",718,"1985-03-19",0
"2019-05-01 06:27:32","shopping_net",1.03,"Magazine features editor","Norman","AR",1383,"1966-08-08",0
"2019-02-27 01:03:01","grocery_pos",57.44,"Drilling engineer","Matawan","NJ",30770,"1993-04-29",0
"2019-08-26 23:46:43","personal_care",65.68,"Animator","Houston","TX",2906700,"1983-08-24",0
"2019-11-02 17:38:31","food_dining",1.5,"Curator","Arcadia","OH",1202,"1933-03-01",0
"2020-06-02 18:08:51","personal_care",21.84,"Medical sales representative","Hinckley","OH",7646,"1988-09-15",0
"2019-12-30 17:25:34","travel",6.23,"Furniture designer","Falmouth","MI",1126,"1955-07-06",0
"2019-02-24 06:26:59","misc_net",90.38,"Film/video editor","Rumely","MI",137,"1990-08-13",0
"2019-12-02 21:25:38","kids_pets",60.36,"Bookseller","Tulsa","OK",413574,"1968-06-18",0
"2019-10-23 05:45:45","gas_transport",63.19,"Site engineer","Sachse","TX",20328,"1985-06-20",0
"2019-07-20 18:16:06","kids_pets",29.71,"Licensed conveyancer","Ruidoso","NM",8874,"2000-08-16",0
"2019-06-25 05:45:31","gas_transport",75.68,"Magazine features editor","Scotia","SC",302,"1973-05-04",0
"2020-05-31 07:55:26","grocery_net",42.89,"Physiotherapist","Vanderbilt","PA",2303,"1987-08-16",0
"2019-07-16 04:11:17","grocery_net",47.62,"Environmental health practitioner","Margaretville","NY",1988,"1978-05-23",0
"2019-08-06 19:43:45","health_fitness",103.61,"Video editor","Laredo","TX",248858,"1971-01-28",0
"2019-03-02 20:50:56","personal_care",19.97,"Learning disability nurse","Goodrich","MI",6951,"1985-06-18",0
"2019-11-10 00:56:20","grocery_pos",108.83,"Naval architect","Acworth","NH",477,"1988-04-15",0
"2020-05-10 10:15:29","misc_pos",2.18,"Science writer","Kingsville","MD",5451,"1961-12-05",0
"2019-07-29 20:26:12","health_fitness",11.69,"Lecturer, further education","Gregory","AR",37,"1958-01-01",0
"2019-03-31 16:36:26","kids_pets",97.65,"Rural practice surveyor","Norman Park","GA",5666,"2003-09-14",0
"2020-03-21 23:33:42","misc_pos",4.99,"Surveyor, mining","Fullerton","NE",1749,"1973-05-07",0
"2019-12-08 12:20:54","travel",499.63,"Tourist information centre manager","Meadville","MO",964,"1974-12-23",0
"2019-12-17 21:48:01","kids_pets",29.36,"IT trainer","Barneveld","NY",1684,"1994-03-01",0
"2019-03-17 00:00:41","gas_transport",45.99,"Magazine features editor","Scotia","SC",302,"1973-05-04",0
"2019-12-26 05:49:20","misc_net",23.15,"Chief Executive Officer","De Soto","KS",5760,"1978-10-01",0
"2019-04-29 16:38:44","food_dining",19.9,"Health service manager","Marion","CT",370,"1962-02-13",0
"2019-05-17 15:50:00","entertainment",7.2,"Exhibition designer","Winfield","WV",5512,"1980-03-24",0
"2019-06-08 18:49:29","food_dining",5.09,"Materials engineer","Johns Island","SC",20478,"1997-06-04",0
"2019-08-02 17:20:24","shopping_net",79.21,"Teacher, early years/pre","Battle Creek","IA",1075,"1997-01-02",0
"2020-04-08 06:14:06","entertainment",3.4,"Claims inspector/assessor","Schaumburg","IL",92294,"1969-05-01",0
"2020-03-05 06:29:05","misc_pos",27.58,"Claims inspector/assessor","Avera","GA",741,"1986-04-28",0
"2019-11-02 13:39:46","health_fitness",107.8,"Buyer, industrial","Daly City","CA",107941,"1991-10-04",0
"2020-02-14 19:45:08","food_dining",6.52,"Paramedic","Haw River","NC",6006,"1984-07-20",0
"2019-07-18 02:32:22","gas_transport",103.61,"Music tutor","Tyaskin","MD",470,"1965-04-07",0
"2019-12-30 22:23:19","home",68.5,"Web designer","Purmela","TX",258,"1943-12-15",0
"2019-08-11 09:05:57","grocery_pos",142.59,"Press sub","Thrall","TX",1766,"1976-01-02",0
"2019-04-28 16:52:24","kids_pets",36.22,"Psychologist, forensic","Kingsford Heights","IN",1423,"1998-10-07",0
"2019-03-21 22:10:47","kids_pets",14.79,"Make","Coleharbor","ND",307,"1930-08-13",0
"2019-08-10 22:51:47","food_dining",42.29,"Engineer, biomedical","Diamond","OH",2644,"1983-08-25",0
"2019-01-05 15:05:02","personal_care",20.37,"Energy engineer","Corriganville","MD",626,"1960-12-13",0
"2019-03-01 17:50:16","food_dining",75.35,"Psychotherapist, child","Tryon","OK",1165,"1944-11-11",0
"2020-06-05 05:37:35","grocery_pos",77.47,"Art therapist","Great Mills","MD",5927,"1973-06-09",0
"2019-07-09 11:22:50","gas_transport",47.04,"Public affairs consultant","Manor","PA",1472,"1941-03-07",0
"2019-08-04 03:49:55","grocery_pos",179.76,"Designer, ceramics/pottery","Dallas","TX",1263321,"1975-04-16",0
"2019-02-19 18:28:42","home",16.36,"Probation officer","Moulton","IA",1132,"1961-02-14",0
"2020-05-26 03:21:58","misc_pos",30.1,"Technical brewer","Mayersville","MS",595,"1979-09-03",0
"2019-07-01 08:07:25","shopping_pos",14.23,"Charity fundraiser","Grantham","NH",2971,"1948-04-11",0
"2019-05-20 14:29:25","kids_pets",3.71,"Archaeologist","Mill Creek","PA",1334,"1986-12-17",0
"2019-12-11 20:43:04","home",91.55,"Mining engineer","Dunlevy","PA",427,"1951-02-05",0
"2019-09-10 07:58:13","misc_pos",41.03,"Dance movement psychotherapist","Doe Hill","VA",99,"1986-03-28",0
"2019-08-02 20:23:00","health_fitness",74.83,"Information systems manager","Bryant","WI",1080,"1979-01-08",0
"2019-09-26 03:31:22","misc_net",1.88,"Chartered legal executive (England and Wales)","Blairsden-Graeagle","CA",1725,"1967-05-27",0
"2019-05-13 13:03:49","home",41.48,"Chief Financial Officer","Cromona","KY",502,"1960-02-01",0
"2019-06-03 03:23:32","food_dining",65.44,"Tax adviser","Darien","GA",5989,"1967-05-05",0
"2019-11-18 15:12:03","home",25.62,"Music therapist","Rock Springs","WY",27971,"1984-08-01",0
"2019-04-14 10:54:23","grocery_pos",216.47,"Surgeon","Texarkana","AR",36438,"1985-04-15",0
"2020-01-06 03:35:27","gas_transport",42.14,"Systems developer","Shenandoah Junction","WV",1925,"1966-02-14",0
"2020-05-05 07:43:49","shopping_pos",118.36,"Naval architect","Garrattsville","NY",165,"1945-09-20",0
"2020-06-04 20:41:09","shopping_net",49.13,"Private music teacher","Umatilla","FL",11432,"1986-03-31",0
"2019-07-25 23:28:54","food_dining",1.52,"Archaeologist","Mill Creek","PA",1334,"1986-12-17",0
"2020-06-19 21:42:34","travel",7.33,"Dispensing optician","Morrisdale","PA",3688,"1987-10-26",0
"2019-12-31 21:14:14","home",24.36,"Psychiatric nurse","Viola","AR",1679,"1986-05-02",0
"2019-08-19 04:33:22","grocery_pos",67.98,"Pharmacist, hospital","New York City","NY",1577385,"1961-05-13",0
"2019-01-12 08:46:27","gas_transport",49.25,"Information systems manager","Fort Washakie","WY",1645,"1986-02-17",0
"2019-04-14 10:37:51","misc_pos",21.33,"Theme park manager","Lowville","NY",8830,"1991-03-29",0
"2019-06-28 12:30:32","personal_care",37.15,"Therapist, horticultural","Meadville","MS",2799,"1961-01-21",0
"2019-01-07 00:50:04","food_dining",55.58,"Optician, dispensing","Washington","DC",601723,"1970-07-20",0
"2019-08-31 16:09:54","health_fitness",48.77,"Comptroller","East Canaan","CT",647,"1987-09-26",0
"2019-07-27 22:42:55","food_dining",40.61,"Sales professional, IT","Edisto Island","SC",2408,"1997-07-05",0
"2019-07-22 08:40:05","grocery_pos",137.83,"Barrister's clerk","Mount Perry","OH",1831,"1953-10-18",0
"2019-01-14 17:17:56","health_fitness",32.54,"Claims inspector/assessor","Hinesburg","VT",4542,"1998-03-19",0
"2019-10-12 16:10:48","home",40.59,"Tourist information centre manager","Auburn","ME",23045,"1958-09-02",0
"2020-05-26 16:43:52","travel",544.78,"Development worker, community","West Hartford","VT",140,"1989-10-28",0
"2019-03-25 15:07:44","shopping_net",12.18,"Pilot, airline","Laramie","WY",35371,"1988-09-02",0
"2019-08-06 19:59:46","shopping_pos",4.16,"Historic buildings inspector/conservation officer","Espanola","NM",18408,"1972-07-18",0
"2020-03-24 14:03:45","food_dining",47.54,"Designer, ceramics/pottery","Ruckersville","VA",9815,"1975-07-07",0
"2020-01-17 19:57:57","personal_care",24.22,"Optician, dispensing","Center Tuftonboro","NH",1368,"1971-08-05",0
"2019-10-20 22:45:42","health_fitness",74.04,"Radio broadcast assistant","Tower Hill","IL",1532,"1980-01-09",0
"2019-10-26 06:11:30","grocery_net",22.09,"Historic buildings inspector/conservation officer","Muskegon","MI",128715,"1995-05-25",0
"2019-07-11 15:12:37","travel",8.23,"Child psychotherapist","Holloway","OH",128,"1946-04-03",0
"2019-10-09 19:12:55","food_dining",11.28,"Comptroller","San Diego","CA",1241364,"1987-11-30",0
"2019-08-10 23:17:39","food_dining",52.12,"Radiographer, therapeutic","Grandview","TX",5875,"1992-07-24",0
"2020-03-16 07:01:33","grocery_pos",112.15,"Amenity horticulturist","Coyle","OK",1493,"1985-03-21",0
"2019-06-10 19:43:30","shopping_net",4.18,"Engineer, land","Saint Petersburg","FL",341043,"1989-02-28",0
"2019-12-17 10:19:45","shopping_net",1.48,"Jewellery designer","Howes Cave","NY",1304,"1970-06-09",0
"2019-06-01 20:53:35","shopping_net",160.21,"Teacher, secondary school","Joliet","IL",128354,"1992-01-20",0
"2020-06-17 18:50:03","misc_pos",4.28,"Scientific laboratory technician","Dongola","IL",2263,"1984-09-13",0
"2020-06-01 22:15:39","shopping_pos",1.46,"Physiotherapist","Moundsville","WV",16183,"1977-08-12",0
"2020-03-03 22:41:03","shopping_pos",6.41,"Prison officer","Alpharetta","GA",165556,"1997-12-27",0
"2019-12-21 00:55:40","entertainment",4.25,"Stage manager","Pewee Valley","KY",3263,"1930-02-28",0
"2019-06-15 05:06:25","gas_transport",68.31,"Commercial horticulturist","Ollie","IA",568,"1969-07-24",0
"2019-10-19 01:24:56","shopping_net",371.09,"Human resources officer","Manley","NE",206,"1967-10-04",0
"2020-03-06 07:38:37","gas_transport",37.64,"Exhibitions officer, museum/gallery","Elberta","MI",372,"1995-07-12",0
"2020-04-15 04:06:11","gas_transport",62.91,"Rural practice surveyor","Norman Park","GA",5666,"2003-09-14",0
"2019-05-06 00:09:53","entertainment",1.36,"Optician, dispensing","Washington","DC",601723,"1970-07-20",0
"2019-03-22 21:50:33","health_fitness",22.37,"Aeronautical engineer","Matthews","MO",1019,"1979-01-26",0
"2019-11-25 01:36:33","entertainment",5.41,"Television camera operator","Dallas","TX",1263321,"1942-11-24",0
"2020-05-01 04:01:53","shopping_pos",2.73,"Naval architect","High Rolls Mountain Park","NM",899,"1967-08-30",0
"2019-08-10 15:24:30","food_dining",68.77,"Radio broadcast assistant","Tower Hill","IL",1532,"1980-01-09",0
"2019-07-20 07:34:00","grocery_pos",135.97,"IT trainer","Barneveld","NY",1684,"1994-03-01",0
"2019-06-01 02:28:29","misc_net",84.99,"Building services engineer","Henderson","WV",642,"1946-08-30",0
"2020-03-02 23:02:45","kids_pets",57.78,"Magazine features editor","Norman","AR",1383,"1966-08-08",0
"2020-01-22 20:32:28","kids_pets",48.53,"Cytogeneticist","Notrees","TX",23,"1969-09-15",0
"2019-07-16 09:45:00","misc_net",20.73,"Archaeologist","Lolita","TX",911,"1970-01-18",0
"2019-12-24 19:03:33","shopping_net",9.25,"Tree surgeon","Uledi","PA",328,"1983-07-25",0
"2019-04-27 14:47:52","health_fitness",216.07,"Tax inspector","Rocky Mount","MO",1847,"1988-10-26",0
"2019-02-09 00:59:23","grocery_net",20.98,"Editor, commissioning","Woodville","AL",3395,"1979-01-21",0
"2020-03-15 22:18:43","home",50.44,"Aeronautical engineer","Matthews","MO",1019,"1979-01-26",0
"2019-05-11 15:06:29","entertainment",48.58,"Town planner","Luray","MO",519,"1966-02-13",0
"2019-10-05 09:09:34","misc_pos",187.4,"Farm manager","Amanda","OH",4512,"1992-10-03",0
"2020-06-13 08:01:56","gas_transport",45.79,"Illustrator","Rhame","ND",475,"1955-11-10",0
"2019-12-08 10:30:59","misc_net",207.83,"Exhibition designer","San Antonio","TX",1595797,"1975-12-28",0
"2019-07-29 13:00:28","kids_pets",55.79,"Trade mark attorney","Wilmette","IL",27020,"1986-07-23",0
"2020-05-23 01:52:55","gas_transport",62.34,"Private music teacher","Kirby","OH",118,"1957-11-12",0
"2019-05-13 23:34:54","health_fitness",5.3,"Public librarian","Jelm","WY",100,"1974-04-16",0
"2019-07-28 17:01:27","shopping_pos",5.55,"Engineer, mining","Basye","VA",863,"1972-08-09",0
"2019-12-28 13:02:56","health_fitness",29.41,"Building surveyor","Cleveland","TX",34153,"1995-09-11",0
"2019-04-11 10:18:34","gas_transport",56.69,"Television floor manager","Washington Court House","OH",22305,"1939-03-09",0
"2019-05-01 12:02:45","food_dining",52.8,"Exhibition designer","Mount Saint Joseph","OH",177,"1974-05-30",0
"2019-10-02 15:59:48","shopping_pos",4.46,"Multimedia programmer","Kilgore","TX",24536,"1983-10-14",0
"2019-10-20 14:44:55","misc_pos",56.31,"Ceramics designer","Ranier","MN",136,"2000-02-20",0
"2019-03-18 02:38:42","gas_transport",57.86,"Osteopath","Issaquah","WA",50489,"1984-02-29",0
"2019-10-15 14:02:13","shopping_net",5.79,"IT trainer","Roma","TX",18128,"1990-11-07",0
"2020-06-03 10:41:06","grocery_pos",58.87,"Investment banker, corporate","Miamisburg","OH",36784,"1941-07-31",0
"2019-08-27 06:03:02","grocery_net",42,"Journalist, newspaper","Murfreesboro","TN",158701,"1978-03-06",0
"2019-12-31 01:27:00","gas_transport",71.51,"Designer, ceramics/pottery","Wilton","ND",1190,"1948-06-30",0
"2019-06-28 13:11:09","misc_net",9.34,"Claims inspector/assessor","Hinesburg","VT",4542,"1998-03-19",0
"2019-07-15 08:04:22","grocery_pos",92.97,"Social researcher","Brunson","SC",1725,"1974-12-05",0
"2019-12-16 17:08:50","kids_pets",2.27,"Pensions consultant","Varnell","GA",74,"1944-05-14",0
"2019-08-03 11:12:50","shopping_net",104.48,"Claims inspector/assessor","Avera","GA",741,"1986-04-28",0
"2020-02-20 23:03:39","food_dining",17.77,"Soil scientist","Liberty Mills","IN",136,"1953-03-19",0
"2019-05-22 05:47:52","misc_net",90.65,"Energy engineer","Corriganville","MD",626,"1960-12-13",0
"2020-05-25 01:48:55","entertainment",174.92,"Theatre director","Ozawkie","KS",2661,"1948-11-14",0
"2019-05-04 22:45:13","travel",4.8,"Research scientist (physical sciences)","Bradley","SC",1523,"1984-06-03",0
"2019-06-29 13:43:33","entertainment",200.97,"Pharmacologist","Cherokee Village","AR",4726,"1977-06-07",0
"2020-05-30 13:45:55","kids_pets",75.17,"Chief Strategy Officer","Monetta","SC",1514,"1966-12-15",0
"2020-05-08 21:16:43","misc_pos",6.87,"Medical secretary","Bonfield","IL",1617,"1990-04-25",0
"2019-10-06 16:41:50","home",31.5,"Private music teacher","Kirby","OH",118,"1957-11-12",0
"2019-12-12 21:39:41","health_fitness",74.02,"Volunteer coordinator","Manderson","SD",1126,"1980-08-18",0
"2019-09-18 23:16:55","personal_care",50.2,"Engineer, production","Ratcliff","TX",43,"1949-10-04",0
"2019-07-21 07:23:44","shopping_pos",8.16,"Podiatrist","Cecilton","MD",663,"1969-01-14",0
"2019-02-28 00:32:07","grocery_pos",42.44,"Editor, commissioning","Woodville","AL",3395,"1979-01-21",0
"2020-02-23 02:52:48","misc_pos",3.14,"Operations geologist","Fenelton","PA",2054,"1963-08-04",0
"2019-11-10 19:41:03","health_fitness",69.01,"Investment analyst","Redford","MO",241,"1974-10-27",0
"2019-12-19 19:52:01","kids_pets",26.27,"Claims inspector/assessor","Schaumburg","IL",92294,"1969-05-01",0
"2019-08-26 16:23:05","home",90.51,"Surgeon","Texarkana","AR",36438,"1985-04-15",0
"2020-02-10 04:03:11","gas_transport",44.71,"Designer, ceramics/pottery","Ruckersville","VA",9815,"1975-07-07",0
"2019-06-23 00:33:59","grocery_net",89.07,"Osteopath","Issaquah","WA",50489,"1984-02-29",0
"2019-04-21 13:12:33","home",22,"Radiographer, therapeutic","Grandview","TX",5875,"1992-07-24",0
"2019-12-18 03:01:48","shopping_pos",7.52,"Theatre director","Ozawkie","KS",2661,"1948-11-14",0
"2019-02-21 00:44:46","grocery_net",48.55,"Film/video editor","Irwinton","GA",1841,"1975-06-01",0
"2019-01-21 22:17:29","shopping_net",5.77,"Advice worker","Morrisdale","PA",3688,"1973-05-27",0
"2019-01-08 07:11:11","grocery_pos",58.09,"Fitness centre manager","Mounds","OK",7163,"1982-02-05",0
"2020-04-07 14:46:09","entertainment",10.96,"Physicist, medical","Rule","TX",932,"1954-12-10",0
"2019-08-02 14:52:26","misc_pos",54.47,"Engineer, mining","Basye","VA",863,"1972-08-09",0
"2019-01-09 20:47:50","shopping_pos",167.41,"Osteopath","Issaquah","WA",50489,"1984-02-29",0
"2020-01-13 15:15:24","shopping_pos",116.79,"Freight forwarder","Hovland","MN",272,"2001-07-05",0
"2019-12-29 11:36:38","gas_transport",73.74,"Programme researcher, broadcasting/film/video","Naples","FL",276002,"1979-01-02",0
"2020-03-01 19:14:19","entertainment",148.89,"Counsellor","Kansas City","MO",545147,"1987-11-18",0
"2019-09-29 19:37:03","kids_pets",42.55,"IT trainer","Boyd","WI",1690,"1975-12-24",0
"2019-12-24 16:50:32","food_dining",28.99,"Audiological scientist","Mc Nabb","IL",532,"1956-01-09",0
"2020-06-12 20:33:04","shopping_net",3.74,"IT trainer","Clarinda","IA",7297,"1990-07-13",0
"2020-03-10 22:29:30","home",49.47,"Furniture designer","Falmouth","MI",1126,"1955-07-06",0
"2019-06-17 18:34:23","travel",3.37,"Quantity surveyor","Seneca","WI",153,"1962-02-14",0
"2019-05-05 07:41:07","misc_net",10.96,"Chemical engineer","Phenix City","AL",59744,"1984-02-07",0
